Issue type,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Best practice,How to fix,Timestamp,Issue link
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""dropdown-menu-trigger"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 lg:hidden text-[#222831] hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-2 rounded-full transition-all duration-200"" type=""button"" id=""radix-:r0:"" aria-haspopup=""menu"" aria-expanded=""false"" data-state=""closed"">",#radix-\:r0\:,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=11&activeBehaviorValue=&activeIssueId=799591560
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#EEEEEE]/70 hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-3 rounded-full transition-all duration-200"">",.p-3.text-\[\#EEEEEE\]\/70.hover\:bg-\[\#00ADB5\]\/10:nth-child(2),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:54:17Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=12&activeBehaviorValue=&activeIssueId=799591562
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#EEEEEE]/70 hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-3 rounded-full transition-all duration-200"">",.p-3.text-\[\#EEEEEE\]\/70.hover\:bg-\[\#00ADB5\]\/10:nth-child(1),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:54:17Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=13&activeBehaviorValue=&activeIssueId=799591568
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[&gt;svg]:px-2.5 absolute right-6 top-1/2 transform -translate-y-1/2 bg-white/90 hover:bg-white text-[#393E46] hover:text-[#00ADB5] modern-shadow-md rounded-full w-12 h-12 p-0 transition-all duration-200"">",.bg-white\/90.right-6.top-1\/2,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=14&activeBehaviorValue=&activeIssueId=799591580
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#EEEEEE]/70 hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-3 rounded-full transition-all duration-200"">",.p-3.h-8.text-\[\#EEEEEE\]\/70:nth-child(1),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=15&activeBehaviorValue=&activeIssueId=799591583
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#222831] hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-2 rounded-full transition-all duration-200 relative"">",.p-2.h-8.hover\:bg-\[\#00ADB5\]\/10:nth-child(2),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=16&activeBehaviorValue=&activeIssueId=799591584
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#222831] hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-2 rounded-full transition-all duration-200"" id=""signin"">",#signin,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:54:20Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=17&activeBehaviorValue=&activeIssueId=799591590
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#222831] hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-2 rounded-full transition-all duration-200"" id=""login"">",#login,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=18&activeBehaviorValue=&activeIssueId=799591596
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#EEEEEE]/70 hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-3 rounded-full transition-all duration-200"">",.p-3.text-\[\#EEEEEE\]\/70.hover\:bg-\[\#00ADB5\]\/10:nth-child(3),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:54:17Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=19&activeBehaviorValue=&activeIssueId=799591605
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""dropdown-menu-trigger"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 lg:hidden text-[#222831] hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-2 rounded-full transition-all duration-200"" type=""button"" id=""radix-:r3n:"" aria-haspopup=""menu"" aria-expanded=""false"" data-state=""closed"">",#radix-\:r3n\:,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:54:37Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=20&activeBehaviorValue=&activeIssueId=799591607
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[&gt;svg]:px-2.5 absolute left-6 top-1/2 transform -translate-y-1/2 bg-white/90 hover:bg-white text-[#393E46] hover:text-[#00ADB5] modern-shadow-md rounded-full w-12 h-12 p-0 transition-all duration-200"">",.bg-white\/90.left-6.top-1\/2,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=21&activeBehaviorValue=&activeIssueId=799591613
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[&gt;svg]:px-2.5 absolute left-6 top-1/2 transform -translate-y-1/2 bg-white/90 hover:bg-white text-[#393E46] hover:text-[#00ADB5] modern-shadow-md rounded-full w-12 h-12 p-0 transition-all duration-200"">",.top-1\/2.-translate-y-1\/2.duration-200:nth-child(4),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:53:25Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=22&activeBehaviorValue=&activeIssueId=799591617
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#222831] hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-2 rounded-full transition-all duration-200 relative"">",.relative.h-8.has-\[\>svg\]\:px-2\.5,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:55:02Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=23&activeBehaviorValue=&activeIssueId=799591620
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#EEEEEE]/70 hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-3 rounded-full transition-all duration-200"">",.p-3.h-8.text-\[\#EEEEEE\]\/70:nth-child(4),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:50:29Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=24&activeBehaviorValue=&activeIssueId=799591623
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[&gt;svg]:px-2.5 text-[#EEEEEE]/70 hover:text-[#00ADB5] hover:bg-[#00ADB5]/10 p-3 rounded-full transition-all duration-200"">",.p-3.h-8.gap-1\.5:nth-child(2),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",2026-02-21T09:51:42Z,https://accessibility.browserstack.com/workflow-analyzer/report?ids=164645&activeTab=issues&activeReviewStatus=confirmed&activeViolationId=button-name&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass*%3D&isShowingIssue=true&activeIssueIndex=25&activeBehaviorValue=&activeIssueId=799591626
